TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
4359.8,slash,y00726,Herring/Lesser Black-backed Gull,Larus argentatus/fuscus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4359.9,slash,y00849,Yellow-legged/Lesser Black-backed Gull,Larus michahellis/fuscus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4360,species,slbgul,Slaty-backed Gull,Larus schistisagus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4360.5,hybrid,x00434,Herring x Slaty-backed Gull (hybrid),Larus argentatus x schistisagus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4363,species,glwgul,Glaucous-winged Gull,Larus glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4363.3,hybrid,x00051,Western x Glaucous-winged Gull (hybrid),Larus occidentalis x glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4363.6,hybrid,x00050,Herring x Glaucous-winged Gull (hybrid),Larus argentatus x glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4363.7,slash,y00956,Herring/Glaucous-winged Gull,Larus argentatus/glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4363.8,hybrid,x00436,Slaty-backed x Glaucous-winged Gull (hybrid),Larus schistisagus x glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4364,slash,y00656,Western/Glaucous-winged Gull,Larus occidentalis/glaucescens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4365,species,glagul,Glaucous Gull,Larus hyperboreus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4369.3,hybrid,nelgul,Herring x Glaucous Gull (hybrid),Larus argentatus x hyperboreus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4369.6,hybrid,x00437,Slaty-backed x Glaucous Gull (hybrid),Larus schistisagus x hyperboreus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4369.8,hybrid,x00048,Glaucous-winged x Glaucous Gull (hybrid),Larus glaucescens x hyperboreus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4369.9,spuh,whwgul1,white-winged gull sp.,Larus sp. (white-winged gull sp.),Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4371,species,gbbgul,Great Black-backed Gull,Larus marinus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4371.3,hybrid,x00047,Herring x Great Black-backed Gull (hybrid),Larus argentatus x marinus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4371.6,hybrid,x00632,Glaucous x Great Black-backed Gull (hybrid),Larus hyperboreus x marinus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4372,species,kelgul,Kelp Gull,Larus dominicanus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4373.5,issf,kelgul3,Kelp Gull (dominicanus),Larus dominicanus dominicanus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kelgul
4374,issf,kelgul2,Kelp Gull (austrinus),Larus dominicanus austrinus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kelgul
4375,issf,kelgul4,Kelp Gull (judithae),Larus dominicanus judithae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kelgul
4376,issf,kelgul1,Kelp Gull (vetula),Larus dominicanus vetula,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kelgul
4377,issf,kelgul5,Kelp Gull (melisandae),Larus dominicanus melisandae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,kelgul
4377.5,hybrid,kxhgul1,Herring x Kelp Gull (hybrid),Larus argentatus x dominicanus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4378,spuh,larus1,Larus sp.,Larus sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4379,spuh,larus,gull sp.,Larinae sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4380,species,brnnod,Brown Noddy,Anous stolidus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4386,species,blknod,Black Noddy,Anous minutus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4387,issf,blknod3,Black Noddy (americanus),Anous minutus americanus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blknod
4388,issf,blknod1,Black Noddy (melanogenys),Anous minutus melanogenys,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blknod
4389,issf,blknod2,Black Noddy (minutus Group),Anous minutus [minutus Group],Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blknod
4393.5,slash,noddy,Brown/Black Noddy,Anous stolidus/minutus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4394,species,lesnod1,Lesser Noddy,Anous tenuirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4397,slash,y00780,Black/Lesser Noddy,Anous minutus/tenuirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4398,species,grynod1,Gray Noddy,Anous albivitta,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4402,species,bugnod,Blue-gray Noddy,Anous ceruleus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4408,species,whiter,White Tern,Gygis alba,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4409,issf,whiter3,White Tern (Atlantic),Gygis alba alba,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whiter
4410,issf,whiter4,White Tern (Pacific),Gygis alba candida/leucopes,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whiter
4413,issf,whiter5,White Tern (Little),Gygis alba microrhyncha,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,whiter
4414,species,sooter1,Sooty Tern,Onychoprion fuscatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4423,species,gybter1,Gray-backed Tern,Onychoprion lunatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4424,species,briter1,Bridled Tern,Onychoprion anaethetus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4431,slash,y00318,Sooty/Bridled Tern,Onychoprion fuscatus/anaethetus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4432,species,aleter1,Aleutian Tern,Onychoprion aleuticus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4433,species,litter1,Little Tern,Sternula albifrons,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4440,species,leater1,Least Tern,Sternula antillarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4443.5,slash,y00661,Little/Least Tern,Sternula albifrons/antillarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4444,species,yebter2,Yellow-billed Tern,Sternula superciliaris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4445,species,faiter2,Australian Fairy Tern,Sternula nereis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4445.2,hybrid,x00798,Little x Australian Fairy Tern (hybrid),Sternula albifrons x nereis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4445.4,slash,y00850,Little/Australian Fairy Tern,Sternula albifrons/nereis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4450,species,perter2,Peruvian Tern,Sternula lorata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4451,species,sauter2,Saunders's Tern,Sternula saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4451.5,slash,y00662,Little/Saunders's Tern,Sternula albifrons/saundersi,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4452,species,damter2,Damara Tern,Sternula balaenarum,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4453,species,labter1,Large-billed Tern,Phaetusa simplex,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4456,species,gubter1,Gull-billed Tern,Gelochelidon nilotica,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4456.2,issf,gubter2,Gull-billed Tern (Gull-billed),Gelochelidon nilotica [nilotica Group],Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,gubter1
4456.4,issf,gubter3,Gull-billed Tern (Australian),Gelochelidon nilotica macrotarsa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,gubter1
4463,species,caster1,Caspian Tern,Hydroprogne caspia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4464,species,incter1,Inca Tern,Larosterna inca,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4465,species,blkter,Black Tern,Chlidonias niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4466,issf,blkter1,Black Tern (Eurasian),Chlidonias niger niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkter
4467,issf,blkter2,Black Tern (American),Chlidonias niger surinamensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkter
4468,species,whwter,White-winged Tern,Chlidonias leucopterus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4469,species,whiter2,Whiskered Tern,Chlidonias hybrida,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4477,species,blfter1,Black-fronted Tern,Chlidonias albostriatus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4478,spuh,chlido1,Chlidonias sp.,Chlidonias sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4479,species,roster,Roseate Tern,Sterna dougallii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4485,species,whfter1,White-fronted Tern,Sterna striata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4489,species,blnter1,Black-naped Tern,Sterna sumatrana,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4492,species,comter,Common Tern,Sterna hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4493,issf,comter1,Common Tern (hirundo),Sterna hirundo hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
4496,issf,comter2,Common Tern (longipennis),Sterna hirundo longipennis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,comter
4496.5,hybrid,x00735,Roseate x Common Tern (hybrid),Sterna dougallii x hirundo,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4497,species,arcter,Arctic Tern,Sterna paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4498,slash,y00317,Common/Arctic Tern,Sterna hirundo/paradisaea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4499,species,soater1,South American Tern,Sterna hirundinacea,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4500,species,antter1,Antarctic Tern,Sterna vittata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4501,issf,antter2,Antarctic Tern (Antarctic),Sterna vittata [vittata Group],Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,antter1
4507,issf,antter3,Antarctic Tern (South Georgia),Sterna vittata georgiae,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,antter1
4508,species,forter,Forster's Tern,Sterna forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4508.5,slash,y00727,Common/Forster's Tern,Sterna hirundo/forsteri,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4509,species,truter,Snowy-crowned Tern,Sterna trudeaui,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4510,species,blbter1,Black-bellied Tern,Sterna acuticauda,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4511,species,rivter1,River Tern,Sterna aurantia,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4512,species,whcter1,White-cheeked Tern,Sterna repressa,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4513,species,kerter1,Kerguelen Tern,Sterna virgata,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4514,spuh,sterna,Sterna sp.,Sterna sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4515,species,royter1,Royal Tern,Thalasseus maximus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4516,issf,royter2,Royal Tern (African),Thalasseus maximus albididorsalis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,royter1
4517,issf,royter3,Royal Tern (American),Thalasseus maximus maximus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,royter1
4518,species,grcter1,Great Crested Tern,Thalasseus bergii,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4525,species,santer1,Sandwich Tern,Thalasseus sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4526,issf,santer4,Sandwich Tern (Eurasian),Thalasseus sandvicensis sandvicensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
4527,issf,santer2,Sandwich Tern (Cabot's),Thalasseus sandvicensis acuflavidus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
4528,issf,santer3,Sandwich Tern (Cayenne),Thalasseus sandvicensis eurygnathus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
4528.2,intergrade,santer5,Sandwich Tern (Cabot's x Cayenne),Thalasseus sandvicensis acuflavidus x eurygnathus,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,santer1
4530,species,eleter1,Elegant Tern,Thalasseus elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4530.5,hybrid,x00438,Sandwich x Elegant Tern (hybrid),Thalasseus sandvicensis x elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4531,slash,y00316,Royal/Elegant Tern,Thalasseus maximus/elegans,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4532,species,lecter2,Lesser Crested Tern,Thalasseus bengalensis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4536,species,chcter2,Chinese Crested Tern,Thalasseus bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4536.5,hybrid,x00848,Great x Chinese Crested Tern (hybrid),Thalasseus bergii x bernsteini,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4537,spuh,larter1,large tern sp.,Hydroprogne/Thalasseus sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4538,spuh,tern1,tern sp.,Sterninae sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4539,species,blkski,Black Skimmer,Rynchops niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4540,issf,blkski1,Black Skimmer (niger),Rynchops niger niger,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
4541,issf,blkski2,Black Skimmer (cinerascens),Rynchops niger cinerascens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
4542,issf,blkski3,Black Skimmer (intercedens),Rynchops niger intercedens,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,blkski
4543,species,afrski1,African Skimmer,Rynchops flavirostris,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4544,species,indski1,Indian Skimmer,Rynchops albicollis,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4544.5,spuh,y00728,gull/tern sp.,Laridae sp.,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",,
4628,species,tibsan1,Tibetan Sandgrouse,Syrrhaptes tibetanus,Pterocliformes,Pteroclidae (Sandgrouse),Sandgrouse,
4629,species,palsan1,Pallas's Sandgrouse,Syrrhaptes paradoxus,Pterocliformes,Pteroclidae (Sandgrouse),,
4630,species,pitsan1,Pin-tailed Sandgrouse,Pterocles alchata,Pterocliformes,Pteroclidae (Sandgrouse),,
4631,issf,pitsan2,Pin-tailed Sandgrouse (Iberian),Pterocles alchata alchata,Pterocliformes,Pteroclidae (Sandgrouse),,pitsan1
4632,issf,pitsan3,Pin-tailed Sandgrouse (Pin-tailed),Pterocles alchata caudacutus,Pterocliformes,Pteroclidae (Sandgrouse),,pitsan1
4633,species,namsan1,Namaqua Sandgrouse,Pterocles namaqua,Pterocliformes,Pteroclidae (Sandgrouse),,
4634,species,chbsan,Chestnut-bellied Sandgrouse,Pterocles exustus,Pterocliformes,Pteroclidae (Sandgrouse),,
4634.5,issf,chbsan1,Chestnut-bellied Sandgrouse (African),Pterocles exustus [exustus Group],Pterocliformes,Pteroclidae (Sandgrouse),,chbsan
4639,issf,chbsan2,Chestnut-bellied Sandgrouse (Arabian),Pterocles exustus erlangeri,Pterocliformes,Pteroclidae (Sandgrouse),,chbsan
4640,issf,chbsan3,Chestnut-bellied Sandgrouse (Asian),Pterocles exustus hindustan,Pterocliformes,Pteroclidae (Sandgrouse),,chbsan
4641,species,sposan1,Spotted Sandgrouse,Pterocles senegallus,Pterocliformes,Pteroclidae (Sandgrouse),,
4642,species,blbsan1,Black-bellied Sandgrouse,Pterocles orientalis,Pterocliformes,Pteroclidae (Sandgrouse),,
4645,species,yetsan1,Yellow-throated Sandgrouse,Pterocles gutturalis,Pterocliformes,Pteroclidae (Sandgrouse),,
4648,species,crosan1,Crowned Sandgrouse,Pterocles coronatus,Pterocliformes,Pteroclidae (Sandgrouse),,
4654,species,blfsan1,Black-faced Sandgrouse,Pterocles decoratus,Pterocliformes,Pteroclidae (Sandgrouse),,
4658,species,madsan1,Madagascar Sandgrouse,Pterocles personatus,Pterocliformes,Pteroclidae (Sandgrouse),,
4659,species,licsan1,Lichtenstein's Sandgrouse,Pterocles lichtensteinii,Pterocliformes,Pteroclidae (Sandgrouse),,
4661,issf,licsan2,Lichtenstein's Sandgrouse (Lichtenstein's),Pterocles lichtensteinii [lichtensteinii Group],Pterocliformes,Pteroclidae (Sandgrouse),,licsan1
4663,issf,licsan3,Lichtenstein's Sandgrouse (Close-barred),Pterocles lichtensteinii arabicus,Pterocliformes,Pteroclidae (Sandgrouse),,licsan1
4665,species,dobsan1,Double-banded Sandgrouse,Pterocles bicinctus,Pterocliformes,Pteroclidae (Sandgrouse),,
4669,species,fobsan1,Four-banded Sandgrouse,Pterocles quadricinctus,Pterocliformes,Pteroclidae (Sandgrouse),,
4670,species,paisan1,Painted Sandgrouse,Pterocles indicus,Pterocliformes,Pteroclidae (Sandgrouse),,
4671,species,bursan1,Burchell's Sandgrouse,Pterocles burchelli,Pterocliformes,Pteroclidae (Sandgrouse),,
4672,spuh,sandgr1,sandgrouse sp.,Pterocles sp.,Pterocliformes,Pteroclidae (Sandgrouse),,
4673,species,rocpig,Rock Pigeon,Columba livia,Columbiformes,Columbidae (Pigeons and Doves),Pigeons and Doves,
4673.5,form,rocpig2,Rock Pigeon (Wild type),Columba livia (Wild type),Columbiformes,Columbidae (Pigeons and Doves),,rocpig
4686.5,domestic,rocpig1,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),Columbiformes,Columbidae (Pigeons and Doves),,rocpig
4687,species,hilpig1,Hill Pigeon,Columba rupestris,Columbiformes,Columbidae (Pigeons and Doves),,
4690,species,snopig1,Snow Pigeon,Columba leuconota,Columbiformes,Columbidae (Pigeons and Doves),,
4693,species,spepig1,Speckled Pigeon,Columba guinea,Columbiformes,Columbidae (Pigeons and Doves),,
4696,species,whcpig1,White-collared Pigeon,Columba albitorques,Columbiformes,Columbidae (Pigeons and Doves),,
4697,species,stodov1,Stock Dove,Columba oenas,Columbiformes,Columbidae (Pigeons and Doves),,
4700,species,pabpig1,Pale-backed Pigeon,Columba eversmanni,Columbiformes,Columbidae (Pigeons and Doves),,
4701,species,sompig1,Somali Pigeon,Columba oliviae,Columbiformes,Columbidae (Pigeons and Doves),,
4702,species,cowpig1,Common Wood-Pigeon,Columba palumbus,Columbiformes,Columbidae (Pigeons and Doves),,
4704,issf,comwop1,Common Wood-Pigeon (White-necked),Columba palumbus [palumbus Group],Columbiformes,Columbidae (Pigeons and Doves),,cowpig1
4706,issf,comwop2,Common Wood-Pigeon (Cinnamon-necked),Columba palumbus casiotis,Columbiformes,Columbidae (Pigeons and Doves),,cowpig1
4709,species,tropig1,Trocaz Pigeon,Columba trocaz,Columbiformes,Columbidae (Pigeons and Doves),,
4710,species,bolpig1,Bolle's Pigeon,Columba bollii,Columbiformes,Columbidae (Pigeons and Doves),,
4711,species,afepig1,Afep Pigeon,Columba unicincta,Columbiformes,Columbidae (Pigeons and Doves),,
4712,species,laupig1,Laurel Pigeon,Columba junoniae,Columbiformes,Columbidae (Pigeons and Doves),,
4713,species,rampig1,Rameron Pigeon,Columba arquatrix,Columbiformes,Columbidae (Pigeons and Doves),,
4714,species,campig1,Cameroon Pigeon,Columba sjostedti,Columbiformes,Columbidae (Pigeons and Doves),,
4715,species,marpig1,Maroon Pigeon,Columba thomensis,Columbiformes,Columbidae (Pigeons and Doves),,
4716,species,delpig1,Delegorgue's Pigeon,Columba delegorguei,Columbiformes,Columbidae (Pigeons and Doves),,
4719,species,brnpig1,Bronze-naped Pigeon,Columba iriditorques,Columbiformes,Columbidae (Pigeons and Doves),,
4720,species,satpig1,Sao Tome Pigeon,Columba malherbii,Columbiformes,Columbidae (Pigeons and Doves),,
4721,species,lemdov2,Lemon Dove,Columba larvata,Columbiformes,Columbidae (Pigeons and Doves),,
4722,issf,lemdov1,Lemon Dove (Western),Columba larvata inornata,Columbiformes,Columbidae (Pigeons and Doves),,lemdov2
4723,issf,lemdov3,Lemon Dove (Principe),Columba larvata principalis,Columbiformes,Columbidae (Pigeons and Doves),,lemdov2
4723.5,issf,fordov1,Lemon Dove (Sao Tome),Columba larvata simplex,Columbiformes,Columbidae (Pigeons and Doves),,lemdov2
